School Number,School Code,Name,District,ENG,NEP,MATH,SCI,SOC,HPE,TAP,SAP,DIST,FIRST,SECOND,THIRD,PASS,FAIL,PASS PERCENT,SEM
2653,32169,SIDDHARTHA ENGLISH SCHOOL SUNAKOTHI,LALITPUR,43.4,54.9,57.2,33.1,51.5,51.8,13,13,1,6,3,0,10,3,76.9,35.18
2654,32170,KOPILA ENGLISH SCHOOL SIDDHIPUR,LALITPUR,45,58.9,57.9,48.7,64.3,48.5,27,27,0,20,5,0,25,2,92.6,47.27
2655,32171,GANGA JAMUNA ENGLISH SCHOOL LELE,LALITPUR,50.7,63,72.4,51.1,66.3,55.8,18,18,2,14,2,0,18,0,100,55.81
2656,32172,LIGHTHOUSE INTERNATIONAL BOARDING SCHOOL LUBHOO,LALITPUR,44.1,55.8,65.1,47.8,52.7,41.8,24,24,0,15,6,0,21,3,87.5,42.33
2657,32173,SIMRIK ENGLISH MEDIUM SCHOOL JAWALAKHEL,LALITPUR,43.5,47.4,42.8,42.6,48.6,42.4,13,13,0,6,5,1,12,1,92.3,42.49
2658,32174,KALYAN ENGLISH SECONDARY BOARDING SCHOOL,LALITPUR,47.4,60.5,65.4,49.3,62.1,42.8,14,14,0,9,5,0,14,0,100,50.8
2659,32175,VIDYA SADAN SCHOOL KANIBAHAL,LALITPUR,45.4,54.3,55.2,42.8,47.3,45.5,12,12,0,8,0,0,8,4,66.7,28.56
2660,32176,PAVITRA PRARTHANA SCHOOL HARISHIDDI,LALITPUR,50.8,58.2,63.9,48.6,56.6,46.1,16,16,2,8,4,0,14,2,87.5,44.26
2661,32177,UNIVERSAL ENGLISH SCHOOL BHOLAKHEL,LALITPUR,47.9,62.8,73.7,52.7,53.8,50.6,16,16,3,12,1,0,16,0,100,57.65
2662,32178,DHAPAKHEL ENGLISH SCHOOL DHAPAKHEL,LALITPUR,42,45.1,52.1,41.3,57.2,39.8,9,9,0,3,2,0,5,4,55.6,16.84
2663,32179,JUPITER ENGLISH BOARDING SCHOOL LALITPUR,LALITPUR,59.3,58.3,71.2,59.8,65.6,53.5,18,18,1,16,1,0,18,0,100,55.57
2664,32180,GAMVIR SAMUDRA SETU SCHOOL IMADOL,LALITPUR,23.5,49.7,38.3,39.2,50.7,37.8,53,53,1,5,16,0,22,31,41.5,5.76
2665,32181,HIGH VIEW ENGLISH SECONDARY SCHOOL TIKATHALI,LALITPUR,43.8,55.9,49,44,56.5,45.4,23,23,1,11,8,0,20,3,87,41.38
2666,32182,ST. PAUL SCHOOL THECHO,LALITPUR,55.1,59.2,68.3,51.6,61.9,48.4,16,16,0,14,2,0,16,0,100,53.74
2667,32183,SOMANG ACADEMY THECHO,LALITPUR,52.7,58.7,67.4,50.8,64.3,47.6,23,23,0,19,4,0,23,0,100,53.26
2668,32184,HIMALAYAN INTERNATIONAL IDEAL SCHOOL JAWALAKHEL,LALITPUR,50.9,53.8,62.1,46,56.1,49.6,14,14,1,7,6,0,14,0,100,51.1
2669,32185,KALI DEVI MA VI BUKHEL,LALITPUR,25.9,51,49.1,43.3,52.7,52.2,23,23,0,5,8,0,13,10,56.5,16.31
2670,32186,LOK SMRITI VIDYALAYA GWARKO,LALITPUR,59.3,53.9,69.5,41.8,62.2,61.8,13,13,3,6,4,0,13,0,100,55.25
2671,32187,BLUE BIRD ENGLISH SCHOOL THAIBA,LALITPUR,55.4,59.9,70.4,57.3,69.8,59.3,18,18,4,14,0,0,18,0,100,59.05
2672,32188,OASIS ENGLISH BOARDING SCHOOL TUTEPANI,LALITPUR,58.3,60.8,76.8,47.2,66.9,59.5,12,12,5,7,0,0,12,0,100,62.17
2673,32189,FORTUNE ACADEMY KUMARIPATI,LALITPUR,47.1,50.3,52.9,47.5,51,45.9,21,21,0,12,8,0,20,1,95.2,46.83
2674,32190,PRERANA MAHILA VIDHYALAYA SATDOBATO,LALITPUR,22.7,38.8,19,28.3,39.9,42.3,44,44,0,4,4,0,8,36,18.2,-10.75
2675,32191,NATIONAL CHILDREN SCHOOL KANIBAHAL,LALITPUR,57.3,60,67.2,55.2,68.6,57.6,17,17,0,17,0,0,17,0,100,55.32
2676,32192,SHAHID DHARMA BHAKTA SCHOOL NAKHHU,LALITPUR,56.4,65.8,76.1,58.5,69.5,50.5,23,23,3,19,1,0,23,0,100,57.07
2677,32193,GAURISHANKAR ENGLISH BOARDING SCHOOL IMADOL,LALITPUR,47.1,60.7,61.3,53.3,60.4,50.8,44,44,2,34,7,0,43,1,97.7,52.79
2678,32194,GYAN MANDIR SCHOOL PATAN SUNDHARA,LALITPUR,57.7,60.2,57.3,51.8,67.3,53.1,21,21,0,15,3,0,18,3,85.7,42.19
2679,32195,RADIANT READER'S ACADEMY SANEPA,LALITPUR,49.1,56.8,51.6,45.8,53.1,44.6,45,45,5,22,8,0,35,10,77.8,37.71
2680,32196,CHANDANI SECONDARY SCHOOL SHANKHAMUL,LALITPUR,56.4,62.9,63.5,52.6,69.4,54.6,17,17,2,13,2,0,17,0,100,55.81
2681,32197,MAMATA VIDYA SADAN SANEPA,LALITPUR,44.9,52.7,52.6,47.3,52.5,41.2,22,22,0,15,3,0,18,4,81.8,39.17
2682,32198,PAWAN PRAKRITI ENGLISH SECONDARY SCHOOL IMADOL,LALITPUR,51.6,59.5,64.5,50.1,68.5,51.4,27,27,5,18,2,0,25,2,92.6,51.75
2683,32199,KANTIPURI BOARDING SCHOOL TALCHHIKHEL,LALITPUR,46.9,54.6,51.7,42.5,53.8,44.6,17,17,0,10,6,1,17,0,100,49.54
2684,32201,SURYODAYA EDUCATIONAL DEVELOPMENT ACADEMY MA VI GOD,LALITPUR,57.2,60.9,67.1,53.1,67,57.3,38,38,7,30,1,0,38,0,100,58.46
2685,32202,MARY WARD SCHOOL LUBHOO,LALITPUR,35.3,63.8,53.9,30.5,59.4,48.8,35,35,1,17,13,0,31,4,88.6,42.36
2686,32203,HILL SIDE ENGLISH SCHOOL GOTIKHEL,LALITPUR,46.3,54.2,58.6,47.6,59.1,51,13,13,0,7,6,0,13,0,100,49.48
2687,32204,HOLY TEMPLE SECONDARY SCHOOL CHHAMPI-2,LALITPUR,53.6,62.1,63.6,49.6,61,55.4,7,7,1,5,1,0,7,0,100,55.73
2688,32205,ASMITA ENGLISH SCHOOL SAINBU-4 BHAINSEPATI,LALITPUR,49.9,63.1,64.6,56.4,62.6,47,14,14,2,8,4,0,14,0,100,54.08
2689,32206,UNITED SCHOOL SATDOBATO,LALITPUR,54,62.6,75.9,58.3,57.5,53.3,39,38,6,32,0,0,38,0,100,58.35
2690,32207,VIDHYA PUNJA ENGLISH SCHOOL LAMATAR-8,LALITPUR,50.1,57.5,60.1,48.2,57.3,45.3,14,14,0,10,4,0,14,0,100,51.69
2691,32208,JUGAL SCHOOL DHAPAKHEL-1,LALITPUR,49.4,64.1,63.8,53.6,69.3,48.3,12,12,0,12,0,0,12,0,100,55.23
2692,32210,NAGARJUNA ACADEMY KUPONDOLE,LALITPUR,56.2,55.8,52.8,51.7,57.5,50.7,13,13,1,8,4,0,13,0,100,52.68
2693,32211,TIKABHAIRAB ENGLISH SCHOOL CHHAMPI-3 TIKABHAIRAB,LALITPUR,52.2,65,62.3,39.2,57.7,54,6,6,0,5,0,0,5,1,83.3,41.78
2694,32212,MIDDLE POINT ENGLISH BOARDING HIGH SCHOOL THASIKHE,LALITPUR,48.4,57,46.6,50.3,61.4,48.7,9,9,0,6,1,0,7,2,77.8,36
2695,32213,SHANKHADEVI ENGLISH SCHOOL LUBHU,LALITPUR,48.7,67.2,54.2,35.6,64.7,48.1,16,16,2,6,4,0,12,4,75,34.26
2696,32214,GYAN SHIKHA BOARDING HIGH SCHOOL NA:TOLE,LALITPUR,51.1,57.8,67.6,49.2,59.5,50.2,23,23,1,16,5,0,22,1,95.7,49.97
2697,32215,HERITAGE ENGLISH BOARDING SCHOOL TIKATHALI,LALITPUR,45.7,64.8,50,55.4,62.4,46.2,10,10,1,6,1,0,8,2,80,39.61
2698,32216,PASANGLHAMU SHIKSHYA SADAN GWARKO,LALITPUR,49,50.7,54.6,43.4,47.4,49.1,9,9,0,6,2,0,8,1,88.9,43.5
2699,32217,PADHMA PRAKASH SECONDARY SCHOOL DHAPAKHEL,LALITPUR,47.7,54.9,69.1,51.3,66.2,48.4,9,9,0,7,2,0,9,0,100,52.39
2700,32218,WEST WING SECONDARY SCHOOL LUBHU,LALITPUR,58.3,62.1,80.1,54.2,64.2,46.2,9,9,2,7,0,0,9,0,100,58.87
2701,32219,SANTANESHWOR VIDYA MANDIR JHARUWARASI,LALITPUR,55.8,61.7,74.4,51.6,64.7,60.1,13,13,3,9,1,0,13,0,100,58.13
2702,32220,JYOTIDAYA CO-OPERATIVE SCHOOL CHAPAGAON,LALITPUR,45.5,57.6,58.2,34.1,53.2,51.4,10,10,0,5,3,0,8,2,80,35.44
2703,32221,NAVA KUNJA ENGLISH SCHOOL SIDDHIPUR,LALITPUR,59.1,64.6,78,60.4,72,49.6,8,8,2,6,0,0,8,0,100,59.32
2704,32222,GYANDEEP ENGLISH MEDIUM SCHOOL SANEPA,LALITPUR,40.9,49.9,25.7,34.2,40.7,37.8,9,9,0,1,0,0,1,8,11.1,-15.94
2705,32223,PEACE GARDEN SECONDARY SCHOOL KHOKANA,LALITPUR,57.9,69.9,74.3,62.2,67.8,54.8,9,9,3,6,0,0,9,0,100,60.73
2706,32224,NAMUNA ENGLISH SCHOOL LUBHOO,LALITPUR,53,55,66.3,53.9,65.4,43.7,10,10,0,10,0,0,10,0,100,55.19
2707,32225,COVENANT ACADEMY KUSUNTI,LALITPUR,59.6,64.8,67.9,46.9,67.5,58.4,15,15,2,13,0,0,15,0,100,57.51
2708,32226,VIDYA VIKASH SECONDARY SCHOOL TAFALHON,LALITPUR,56.3,58.3,61,31.7,49.7,54,3,3,0,1,2,0,3,0,100,46.72
2709,32227,DOLPHIN ENGLISH SCHOOL BISHANKHU NARAYAN,LALITPUR,59.6,60.7,76.4,53,63.1,58.9,7,7,1,6,0,0,7,0,100,57.51
2710,32228,LITTLE FLOWERS PUBLIC SCHOOL MANIDOL,LALITPUR,52.6,53.8,55.1,52.1,66.7,45.4,9,9,1,4,1,0,6,3,66.7,28.97
2711,32229,SURACHANA ENGLISH SCHOOL THAIBA,LALITPUR,50,57.6,55.6,46.6,59.8,50.4,5,5,0,4,0,0,4,1,80,39.1
2712,32230,SHREE TARA-PUNJA ENGLISH SCHOOL LUBHOO,LALITPUR,57.5,62.6,77.1,56.9,63.4,48.8,13,13,3,10,0,0,13,0,100,59.09
2713,32231,CAMPION SCHOOL LAGANKHEL,LALITPUR,57.4,53.3,57.8,41.7,63.8,57.4,32,32,2,22,6,0,30,2,93.8,49.31
2714,33001,BHUTAN DEVI MA VI HETAUDA,MAKWANPUR,29.9,51.6,49.3,34.1,50.7,43.4,76,76,0,20,37,0,57,19,75,30.36
2715,33002,MAHENDRA MA VI BHIMPHEDI,MAKWANPUR,25.2,50.7,38.3,29.2,46.7,41.9,85,85,0,12,25,5,42,43,49.4,11.1
2716,33003,ADHUNIK RASTRIYA MA VI HETAUNDA,MAKWANPUR,39.1,60.9,60.5,43.3,58.8,48.3,111,110,3,66,36,0,105,5,95.5,49.82
2717,33004,TRIBHUVAN MA VI NAWALPUR,MAKWANPUR,30.5,54.8,43.7,29.7,49.2,44.2,115,115,1,18,52,0,71,44,61.7,21.07
2718,33005,JANAKALYAN MA VI PALUNG,MAKWANPUR,22.5,49.3,29.4,25.7,44.5,42.4,148,148,0,10,42,3,55,93,37.2,3.52
2719,33006,SHWACHCHANDA BHAIRAB MA VI CHITLANG,MAKWANPUR,29.1,49.1,38.1,37.7,49.3,43.6,34,34,0,5,15,1,21,13,61.8,18.86
2720,33007,LOKHIT MA VI PHAPARBARI,MAKWANPUR,18.1,45.2,26,26.9,38.2,41.5,122,122,0,6,21,1,28,94,23,-6.66
2721,33008,MAHENDRA KIRAN MA VI JYAMIRE,MAKWANPUR,24,50.2,39.1,30.9,44.9,46.8,121,121,0,13,44,1,58,63,47.9,10.91
2722,33009,JYOTI MA VI THULODAMAR,MAKWANPUR,23.7,50.2,38.8,29,43.8,44.5,82,82,0,8,23,1,32,50,39,3.99
2723,33010,BANSHA GOPAL MA VI CHAUGHADA,MAKWANPUR,27.8,54.7,40.6,32.3,48.1,45.4,134,134,0,16,60,1,77,57,57.5,17.75
2724,33011,SIDDHARTHA MA VI HETAUNDA,MAKWANPUR,32.7,55.7,53.8,36.6,51,49.4,134,134,0,32,86,2,120,14,89.6,40.82
2725,33012,KALIKA MA VI NAMTAR,MAKWANPUR,19.6,47.5,35.1,26.5,39.6,39.5,54,54,0,4,15,1,20,34,37,1.75
2726,33013,UJJWAL SHISHU NIKETAN MA VI HETAUNDA,MAKWANPUR,55,59.3,69.2,49,65.4,56,32,32,5,24,3,0,32,0,100,57.04
2727,33014,SHRAMIK MA VI KARRA,MAKWANPUR,32.3,59.8,48.7,33.5,45.2,52.8,33,33,0,10,13,0,23,10,69.7,26.46
2728,33015,GYANADA MA VI HETAUNDA,MAKWANPUR,32.3,58.9,46.4,32.3,50.2,42.3,32,32,0,6,20,1,27,5,84.4,34.57
2729,33016,PRAGATI MA VI PASHUPATINAGAR HETAUNDA,MAKWANPUR,36.5,58.5,57.7,38.3,52.7,47.9,106,105,0,42,57,0,99,6,94.3,45.64
2730,33017,GYANODAYA BAL BATIKA AWASIYA MA VI KANTIRAJPATH HETAUD,MAKWANPUR,45.9,54.2,57.5,39.1,55.7,48.9,19,19,0,12,6,0,18,1,94.7,47.2
2731,33018,SIDDHARTHA SISHU SADAN ENGLISH MA VI SANOPOKHARA,MAKWANPUR,55.1,59.9,73.8,48.3,62.1,56.2,75,75,14,54,7,0,75,0,100,58.37
2732,33019,BAJRA BARAHI MA VI THAHACHOK TISTUNG,MAKWANPUR,27.9,56.5,44.5,36.5,55.3,45.9,70,70,0,18,27,0,45,25,64.3,22.94
2733,33020,SHARADA MA VI AAMBHANJYANG,MAKWANPUR,18.8,43.9,27.8,23.2,39.8,36.9,131,131,0,5,20,3,28,103,21.4,-7.85
2734,33021,JANAPRIYA MA VI CHISAPANI,MAKWANPUR,21.2,47.1,29.1,22.7,41.3,45,124,124,0,13,24,0,37,86,29.8,-0.99
2735,33022,BUDDHA MA VI HANTISUNDE,MAKWANPUR,23.2,50.2,30.5,27.7,49.8,41,60,60,0,4,18,2,24,36,40,3.61
2736,33023,MAHENDRA MA VI PADAMPOKHARI,MAKWANPUR,22.7,47.2,33.5,28.5,44,42.9,126,126,0,9,29,2,40,86,31.7,-0.45
2737,33024,MAHENDRA JYOTI MA VI HANDIKHOLA,MAKWANPUR,25.1,50.3,29.6,28.4,34.8,39.5,40,40,0,3,9,2,14,26,35,-0.22
2738,33025,KRISHNA MA VI BHAISE,MAKWANPUR,21.2,45.9,45.3,34.4,48.1,42,41,40,0,5,9,0,14,25,35,1.57
2739,33026,BATSALA DEVI MA VI SISNERI,MAKWANPUR,28.3,54,22.5,32.5,50.4,45.3,23,23,0,2,5,1,8,15,34.8,-0.47
2740,33027,CHANDRODAYA MA VI BAHADURGUNJ HETAUNDA,MAKWANPUR,30.5,57.4,52.7,36.8,52.5,46.9,53,53,0,11,31,0,42,11,79.2,32.09
2741,33028,NIRMAL MA VI BASTIPUR,MAKWANPUR,24.7,51.4,40.3,28.8,49.8,42.8,116,116,0,13,42,0,55,61,47.4,10.61
2742,33029,BAL JYOTI MA VI PIPLE HETAUNDA,MAKWANPUR,30.3,54.9,54.1,38.4,46.8,44.2,96,95,0,28,43,1,72,23,75.8,31.54
2743,33030,MAHENDRA MA VI CHHATIWAN,MAKWANPUR,23.9,51.5,29,27.3,43.3,42,60,60,0,4,19,2,25,35,41.7,4.74
2744,33031,BHANU MA VI MAKRANCHULI,MAKWANPUR,24.7,49.2,38.2,32.1,46.3,44.3,68,68,0,5,28,1,34,34,50,10.8
2745,33032,CHANDIKA MA VI SHIKHARKATERI,MAKWANPUR,23.6,47.8,26.5,22.1,44,39.2,70,70,0,5,12,3,20,50,28.6,-3.95
2746,33033,SURYODAYA MA VI SARIKHET PALASE,MAKWANPUR,27.3,54.9,42.7,37.9,49.2,41.8,35,35,0,3,21,1,25,10,71.4,24.64
2747,33034,BAGAMATI MA VI RAIGAON,MAKWANPUR,24.9,54.7,42.8,31.7,33.7,50.3,9,9,0,1,4,0,5,4,55.6,14.06
2748,33035,RUP NARAYAN MA VI BUDHICHAUR,MAKWANPUR,24.4,52,33.8,29.2,35.9,33.9,13,13,0,0,6,1,7,6,53.8,10.76
2749,33036,NATESHWAR MA VI TAUKHEL CHITLANG,MAKWANPUR,26.3,49.3,35.2,28.4,52.2,46,20,20,0,3,5,0,8,12,40,4.26
2750,33037,ARNIKO ACADEMY ENGLISH MEDIUM SCHOOL HETAUDA,MAKWANPUR,49.1,60.8,68.4,48.9,62.9,54.6,17,17,3,11,3,0,17,0,100,56.06
2751,33038,JANAK MA VI AAMBHANJYANG,MAKWANPUR,18.4,49,26.1,29.1,39.8,45.5,32,32,0,0,6,1,7,25,21.9,-9.96
2752,33039,TULASI MEHAR MEMORIAL ENGLISH AWASIYA MA VI HETAUDA,MAKWANPUR,53.5,62.2,62,38.6,57,49.8,11,11,0,8,2,0,10,1,90.9,45.66
2753,33040,MAHENDRA KIRAN MA VI BASAMADI,MAKWANPUR,25.6,50.3,45.3,31.3,45.3,45,58,58,0,9,19,0,28,30,48.3,10.63
2754,33041,JANAJYOTI MA VI CHURIYAMAI,MAKWANPUR,22.5,52.1,36.4,30.6,45,42.2,57,57,0,4,21,1,26,31,45.6,7.56
2755,33042,JAN JAGRITI MA VI CHUREMAI RATOMATE,MAKWANPUR,21.3,51,36.8,23.5,48,37.6,23,23,0,1,5,0,6,17,26.1,-6.41
2756,33043,SARASWATI BALBODHINI MA VI MARKHU,MAKWANPUR,17.3,39.9,16.2,24.2,41.6,36.9,37,36,0,1,4,0,5,31,13.9,-14.59
2757,33044,BAL JIVAN JYOTI MA VI MAKARI,MAKWANPUR,23.5,49.3,35,34.8,42.9,44.3,44,44,0,2,18,0,20,24,45.5,7.09
2758,33045,NAVA JYOTI MA VI NAGSWOTI,MAKWANPUR,27.8,54,38.4,31.1,52.1,48.4,41,41,0,11,12,0,23,18,56.1,17
2759,33046,JHAMKESHWORI MA VI OKHARBAZAR PALUNG,MAKWANPUR,21.6,52,37.5,22.6,42.5,44,28,28,0,3,7,0,10,18,35.7,0.98
2760,33047,MATSYA NARAYAN MA VI SOLTU PALUNG,MAKWANPUR,23.6,46.1,22.1,23.7,41.1,36.7,48,47,0,3,10,0,13,34,27.7,-4.64
2761,33048,GYANODAYA BAL BATIKA ACADEMY MA VI SANGAMCHOWK HETAU,MAKWANPUR,53.1,53.5,75.7,44.4,59.5,62.2,22,22,3,18,1,0,22,0,100,57.12
2762,33049,SOLIDARITY INTERNATIONAL ACADEMY HETAUDA,MAKWANPUR,55.7,62.4,67.9,49.2,64.1,52.9,52,52,14,30,7,0,51,1,98.1,57.26
2763,33050,KANTI MA VI THINGAN MAKAWANPUR,MAKWANPUR,19.4,50.4,21.7,25.1,45.2,52,15,15,0,1,0,0,1,14,6.7,-19.38
2764,33051,BAGESHWARI MA VI TISTUNG NAUKHANDE,MAKWANPUR,20.1,42.8,18.1,22.1,42.3,41.6,15,15,0,0,1,0,1,14,6.7,-20.21
2765,33052,BHOJSIDDHA MA VI HANDIKHOLA,MAKWANPUR,27,52,39.7,33,49.6,46.3,32,32,0,5,13,2,20,12,62.5,19.07
2766,33053,BAL BODH MA VI BHULBHULE HATIYA,MAKWANPUR,24,54.6,39.7,33.4,41.7,40.8,47,47,1,8,8,1,18,29,38.3,4.26
2767,33054,INDRAYANI MA VI AGRA,MAKWANPUR,15.8,44.5,28.6,21.8,31.1,31.5,26,26,0,0,2,0,2,24,7.7,-19.31
2768,33056,HETAUDA ACADEMY HETAUDA MAKAWANPUR,MAKWANPUR,55.9,68,69.6,45.3,62,62.7,39,39,8,27,4,0,39,0,100,57.88
2769,33058,PANCHAKANYA MA VI IPAUKHUBARI,MAKWANPUR,16.7,50.8,30.3,25,32.3,35.3,13,13,0,2,2,0,4,9,30.8,-2.06
2770,33059,GYANDEEP SHIKSHA (G.S.) NIKETAN MA VI HETAUDA,MAKWANPUR,55.5,64.4,70.8,46.7,69.8,59.8,46,46,14,29,3,0,46,0,100,60.13
2771,33060,BASIPHANT SECONDARY SCHOOL NAMTAR,MAKWANPUR,30.9,58.8,51.3,40.6,57.5,51.2,11,11,0,5,3,0,8,3,72.7,29.98
2772,33061,NAVODAYA SHISHU SADAN ENGLISH BOARDING SCHOOL HETAUD,MAKWANPUR,44.1,51.1,60,35.7,56.3,60.4,20,20,1,8,6,0,15,5,75,32.46
2773,33062,MODERN ENGLISH BOARDING SCHOOL,MAKWANPUR,49.9,58.2,64.3,39.4,45.8,50.9,19,19,0,13,5,0,18,1,94.7,47.86
2774,33063,TRIBHUVAN MA VI HATIYA-5,MAKWANPUR,27.3,56.7,48,38.7,49.5,41.7,15,15,0,3,8,1,12,3,80,31.06
2775,33065,SHINING STARS BOARDING SCHOOL,MAKWANPUR,52.9,59.8,72.3,47.9,67.5,53.2,13,13,3,9,1,0,13,0,100,58.13
2776,33066,HIMALAYAN BOARDING,MAKWANPUR,58.5,61.3,64.8,42.6,63.1,56.5,19,19,3,10,3,0,16,3,84.2,43.39
2777,33067,BARAHI MA VI NIBUWATAR,MAKWANPUR,20.6,45.5,29.5,25.1,39,46.8,33,33,0,2,6,0,8,25,24.2,-7.25
2778,33068,SATYAM XAVIER'S ENGLISH SCHOOL HETAUDA,MAKWANPUR,58.3,61.4,76.7,47.6,61,53.3,12,12,1,11,0,0,12,0,100,56.62
2779,33069,"BAL JAGRITI ENGLISH SCHOOL, SIDDARTHA PATH",MAKWANPUR,57.4,66,80.1,51,68.1,58.9,14,14,5,9,0,0,14,0,100,61.22
2780,33070,"JANAK SECONDARY SCHOOL, BHIRKOT",MAKWANPUR,24.8,50.5,33.9,27.5,44.5,43.1,25,25,0,0,10,0,10,15,40,2.48
2781,33071,MAHACHUNI SECONDARY SCHOOL PHAKHEL,MAKWANPUR,24.8,61.7,28.6,33.8,53.5,55,12,12,0,1,4,0,5,7,41.7,4.39
2782,33072,RELIANCE ENGLISH BOARDING SCHOOL,MAKWANPUR,56,64.8,59.8,34.2,56,48.7,6,6,0,4,2,0,6,0,100,50.95
2783,34000,PRIVATE CHITWAN,CHITWAN,21.6,42.9,28,23.5,37.6,32.2,260,258,0,1,21,36,58,200,22.5,-6.38
2784,34001,CHITWAN MA VI BHARATPUR,CHITWAN,28.6,53.5,55.2,38.5,50.6,43.6,52,52,3,16,16,0,35,17,67.3,26.95
2785,34002,SHARADA MA VI SHARADANAGAR,CHITWAN,31.1,61.4,41.6,36.1,44.2,35.5,116,116,1,13,56,4,74,42,63.8,21.55
2786,34003,NARAYANI VIDYA MANDIR HIGHER SECONDARY SCHOOL SHIVANA,CHITWAN,27.3,54.1,48,35.7,37.9,46.2,109,109,0,10,56,2,68,41,62.4,20.13
2787,34004,MADI MA VI BAGHOUDA BASANTPUR,CHITWAN,23.1,44.3,42.9,28.3,44.1,42.7,128,128,0,13,41,1,55,73,43,7.62
2788,34005,BAL KUMARI MA VI NARAYANGADH,CHITWAN,29.8,56,46,30.7,48.8,47.6,85,85,0,13,49,2,64,21,75.3,29.1
2789,34006,JHUWANI MA VI JHUWANI,CHITWAN,24.5,44.4,47,24.4,35.8,37.1,84,84,0,10,20,5,35,49,41.7,5.57
2790,34007,PREMBASTI MA VI PREMBASTI,CHITWAN,33.4,57.1,54,34.3,46.2,42.2,100,100,3,32,34,0,69,31,69,28.35
2791,34008,ANNAPURNA MA VI PARBATIPUR,CHITWAN,28.4,46.3,48.4,36.9,38,39.7,105,105,0,12,62,2,76,29,72.4,27.08
2792,34009,SITARAM SAN MA VI DEVGHAT,CHITWAN,27.1,58.5,47.5,34.9,50.8,47.8,28,28,0,5,12,0,17,11,60.7,18.75
2793,34010,BHIMODAYA MA VI PADMAPUR,CHITWAN,26.8,48.1,45.1,32.1,42.9,40.3,76,76,1,7,35,2,45,31,59.2,17.66
2794,34011,AMAR MA VI PATIHANI,CHITWAN,22.5,42.8,51.5,38.6,44,46,100,100,0,15,30,1,46,54,46,9.72
2795,34012,ARUNODAYA MA VI GITANAGAR,CHITWAN,25,47.2,50.5,37.4,41.9,46.1,65,65,1,14,19,3,37,28,56.9,17.3
2796,34013,ADARSHA MA VI DIBYANAGAR,CHITWAN,26.6,52.7,44.3,26.9,44.3,39.2,90,90,0,10,37,5,52,38,57.8,16.5
2797,34014,BISHWA PRAKASH HIGHER SECONDARY SCHOOL MANGALPUR-1,CHITWAN,26.9,47,39.2,29.8,45.1,45.4,192,192,1,27,73,2,103,89,53.6,16.66
2798,34015,PRITHVI MA VI JUTPANI,CHITWAN,25.9,53.4,53.2,42.4,55,43.5,123,122,0,30,46,1,77,45,63.1,22.91
2799,34016,GUNJANAGAR MA VI GUNJANAGAR,CHITWAN,26.5,52.5,48.2,30.6,54.8,43.9,46,46,0,10,16,1,27,19,58.7,17.98
2800,34017,KATHAR MA VI KATHAR,CHITWAN,26.4,50.2,38.7,35.6,44.2,36.8,161,160,0,15,71,12,98,62,61.3,19.75
2801,34018,BHIMNAGAR MA VI BHIMNAGAR,CHITWAN,22,43.3,33.4,25,47.8,41,68,68,0,7,9,2,18,50,26.5,-4.87
2802,34019,DURGA MA VI VIJAYNAGAR,CHITWAN,28.9,51,45.5,36,51.1,45,87,87,3,18,33,1,55,32,63.2,22.79
2803,34020,BUDDHA SHANTI MA VI PIPLE 7,CHITWAN,27.3,48.9,42.7,36.9,39.6,43.6,157,157,0,17,79,4,100,57,63.7,22.06
2804,34021,KHAIRAHANI MA VI KHAIRAHANI,CHITWAN,25,50.9,49,30.2,42.4,45,169,169,0,19,80,3,102,67,60.4,20.17
2805,34022,NEPAL MA VI RATNA NAGAR,CHITWAN,28.4,50.1,45.7,38.3,52.7,43.6,269,267,1,49,119,2,171,96,64,25.55
2806,34023,NARAYANI MA VI BHARATPUR,CHITWAN,43.2,57.5,66.2,42.6,49.5,44.8,109,109,0,72,36,0,108,1,99.1,52.21
2807,34024,PANCHAKANYA MA VI JAYMANGALA,CHITWAN,28.8,55.2,48.3,38.5,44.3,49.6,102,102,2,21,45,1,69,33,67.6,25.64
2808,34025,BIRENDRA ADARSHA MA VI BIRENDRANAGAR,CHITWAN,28.2,52.4,46.5,37,41.5,38.6,165,165,1,21,87,7,116,49,70.3,26.9
2809,34026,RAMPUR MA VI RAMPUR,CHITWAN,26,42.3,31.1,21.8,44.5,38.1,40,40,0,0,13,2,15,25,37.5,0.53
2810,34027,BAIRIYA MA VI PANCHAKANYA,CHITWAN,32.4,56.2,50.7,41,53.5,48.8,50,50,0,18,24,0,42,8,84,37.15
2811,34028,HILL BIRD AWASIYA MA VI BHARATPUR,CHITWAN,45.2,60.5,61.8,39.8,55.2,49.4,42,42,9,13,7,2,31,11,73.8,35.22
2812,34029,SHREEPUR MA VI SHREEPUR PHULBARI,CHITWAN,27.7,46.3,50,29.5,45.1,45.5,42,42,0,7,19,1,27,15,64.3,21.02
2813,34030,JANAKI MA VI MEGHAULI CHITWAN,CHITWAN,25.5,54.2,40,33.4,39.8,36.2,85,85,0,12,22,2,36,49,42.4,6.71
2814,34031,JANA JAGRITI MA VI PITHUWA,CHITWAN,25,46.2,44.2,30.9,48,41.4,146,146,0,25,53,0,78,68,53.4,15.98
2815,34032,JANA JIWAN MA VI AYODHYAPURI MADI,CHITWAN,23.2,51,44.9,28.6,50.6,42.6,87,87,0,6,25,0,31,56,35.6,1.57
